feature_name,feature_family,subfamily,feature_type,granularity,source_input,transformation,interpretation,generality_scope,proposed_model_role,current_qa_status,approved_for_model_v1,model_entry_blocker,leakage_status,version
walking_time_mention_count,real-estate vertical,location_transit,dictionary_regex_or_composite,source_appearance,Input C: scraper/page evidence (writing_factual),"Bilingual transit, distance, walking-time, landmark, and neighborhood counts; composite adds detail indicators and log1p count groups.",Location and transit specificity observed in the captured page text. Model interpretation: priority_screening_candidate,real-estate only,vertical-specific; paused,extracted_writing_feature,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
location_transit_specificity_score,real-estate vertical,real_estate_location,bounded_score,not_table_related,Input C: scraper/page evidence (location/transit dictionary),bounded_score,Transit and location specificity for real estate. Model interpretation: priority_screening_candidate,real_estate,vertical-specific; paused,not_started,False,not yet reviewed for Core-General model v1,safe_but_topic_specific,core_general_table_registry_schema_v2
prompt_area_keyword_match,real-estate vertical,real_estate_location,binary,not_table_related,Input B prompt manifest + Input C page evidence,binary,Prompt-page overlap on predefined condo area names. Model interpretation: priority_screening_control,real_estate_local,vertical-specific; paused,not_started,False,not yet reviewed for Core-General model v1,safe_but_topic_specific,core_general_table_registry_schema_v2
amenity_project_detail_score,real-estate vertical,real_estate_project,bounded_score,not_table_related,Input C: scraper/page evidence (amenity/project dictionary),bounded_score,Amenities and project/developer specificity. Model interpretation: screening_or_sensitivity,real_estate,vertical-specific; paused,not_started,False,not yet reviewed for Core-General model v1,safe_but_topic_specific,core_general_table_registry_schema_v2
vertical_specific_unit_detail_score,real-estate vertical,real_estate_units,bounded_score,not_table_related,"Input C: scraper/page evidence (sqm, bedroom, floor-plan and unit primitives)",bounded_score,Real-estate unit-size and layout detail formerly mixed with price.,real_estate,vertical-specific; paused,not_started,False,not yet reviewed for Core-General model v1,safe_but_topic_specific,core_general_table_registry_schema_v2
real_estate_table_contains_bedroom_mix,real-estate vertical,table_real_estate,binary_or_count,table_level,Input C: scraper/page evidence (table cells and real-estate vertical registry),binary_or_count,"Bedroom, studio, duplex, penthouse, or unit-mix details.",real_estate,vertical-specific; paused,pending_human_threshold,False,table extraction and classification QA not yet passed,safe_but_topic_specific,core_general_table_registry_schema_v2
real_estate_table_contains_floor_plan,real-estate vertical,table_real_estate,binary_or_count,table_level,Input C: scraper/page evidence (table cells and real-estate vertical registry),binary_or_count,Floor-plan or layout details.,real_estate,vertical-specific; paused,pending_human_threshold,False,table extraction and classification QA not yet passed,safe_but_topic_specific,core_general_table_registry_schema_v2
real_estate_table_contains_price_per_area,real-estate vertical,table_real_estate,binary_or_count,table_level,Input C: scraper/page evidence (table cells and real-estate vertical registry),binary_or_count,Price-per-area details using real-estate units.,real_estate,vertical-specific; paused,pending_human_threshold,False,table extraction and classification QA not yet passed,safe_but_topic_specific,core_general_table_registry_schema_v2
real_estate_table_contains_project_inventory,real-estate vertical,table_real_estate,binary_or_count,table_level,Input C: scraper/page evidence (table cells and real-estate vertical registry),binary_or_count,Project-specific unit inventory details.,real_estate,vertical-specific; paused,pending_human_threshold,False,table extraction and classification QA not yet passed,safe_but_topic_specific,core_general_table_registry_schema_v2
real_estate_table_contains_unit_size,real-estate vertical,table_real_estate,binary_or_count,table_level,Input C: scraper/page evidence (table cells and real-estate vertical registry),binary_or_count,Real-estate unit-size details such as sqm or square metres.,real_estate,vertical-specific; paused,pending_human_threshold,False,table extraction and classification QA not yet passed,safe_but_topic_specific,core_general_table_registry_schema_v2
unit_size_row_count,real-estate vertical,table_structure,numeric,source_appearance | url,Input C: scraper/page evidence (document_structure),Extracted from HTML/DOM.,"HTML table rows containing area, bedroom, or unit-size signals. Model interpretation: sensitivity",real-estate only,vertical-specific; paused,extracted_document_feature_not_yet_modeled,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
page_type_family_real_estate,real-estate vertical,taxonomy,categorical_or_text,source_appearance | url,Input C: scraper/page evidence (actual_dataset_schema),See the producing module; no standalone rule is documented yet.,Rule-based taxonomy field for page type family real estate. Unknown is retained rather than forced into a category. Model interpretation: Rule-based taxonomy field for page type family real estate. Unknown is retained rather than forced into a category.,real-estate only,vertical-specific; paused,active_pipeline_field,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
source_type_real_estate,real-estate vertical,taxonomy,categorical_or_text,source_appearance | url,Input C: scraper/page evidence (actual_dataset_schema),See the producing module; no standalone rule is documented yet.,Rule-based taxonomy field for source type real estate. Unknown is retained rather than forced into a category. Model interpretation: Rule-based taxonomy field for source type real estate. Unknown is retained rather than forced into a category.,real-estate only,vertical-specific; paused,active_pipeline_field,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
amenity_term_coverage,real-estate vertical,topical completeness,count or share,not_in_current_dataset,Input C: scraper/page evidence (proposed_writing),page text only,Coverage of common condo amenities Model interpretation: standardized score,real-estate only,vertical-specific; paused,proposed_or_dictionary_only,False,redesigned model-entry QA and human approval required,legacy_risk_requires_validation,master_inventory_2026_07_18
cited,unclassified,outcome,binary,source_appearance,Input A: surfaced-source membership/metadata,binary,"1 if the surfaced source was cited; 0 if more-only Model interpretation: Dependent variable, not a predictor",requires review,outcome only; never a predictor,modeled_current_lpm,False,dependent variable; prohibited as predictor,outcome_only,current_lpm_legacy
